,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
257826,EGY,Egypt,Sheepmeat,Human consumption per capita,2008,Kilograms per capita,Units,1.702,Egypt,Not a continent,Not an Economic Area,10.412,17.721224,,,1.702
257827,EGY,Egypt,Sheepmeat,Human consumption per capita,2009,Kilograms per capita,Units,1.576,Egypt,Not a continent,Not an Economic Area,10.412,16.409312000000003,,,1.576
257828,EGY,Egypt,Sheepmeat,Human consumption per capita,2010,Kilograms per capita,Units,1.417,Egypt,Not a continent,Not an Economic Area,10.412,14.753804000000002,,,1.417
257829,EGY,Egypt,Sheepmeat,Human consumption per capita,2011,Kilograms per capita,Units,1.326,Egypt,Not a continent,Not an Economic Area,10.412,13.806312000000002,,,1.326
257830,EGY,Egypt,Sheepmeat,Human consumption per capita,2012,Kilograms per capita,Units,1.331,Egypt,Not a continent,Not an Economic Area,10.412,13.858372000000001,,,1.331
257831,EGY,Egypt,Sheepmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.292,Egypt,Not a continent,Not an Economic Area,10.412,13.452304000000002,,,1.292
257832,EGY,Egypt,Sheepmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.259,Egypt,Not a continent,Not an Economic Area,10.412,13.108708,,,1.259
257833,EGY,Egypt,Sheepmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.209,Egypt,Not a continent,Not an Economic Area,10.412,12.588108000000002,,,1.209
257834,EGY,Egypt,Sheepmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.206,Egypt,Not a continent,Not an Economic Area,10.412,12.556872,,,1.206
257835,EGY,Egypt,Sheepmeat,Human consumption per capita,2017,Kilograms per capita,Units,0.864,Egypt,Not a continent,Not an Economic Area,10.412,8.995968000000001,,,0.864
257836,EGY,Egypt,Sheepmeat,Human consumption per capita,2018,Kilograms per capita,Units,0.67,Egypt,Not a continent,Not an Economic Area,10.412,6.976040000000001,,,0.67
257837,EGY,Egypt,Sheepmeat,Human consumption per capita,2019,Kilograms per capita,Units,0.754,Egypt,Not a continent,Not an Economic Area,10.412,7.8506480000000005,,,0.754
257838,EGY,Egypt,Sheepmeat,Human consumption per capita,2020,Kilograms per capita,Units,0.744,Egypt,Not a continent,Not an Economic Area,10.412,7.7465280000000005,,,0.744
257839,EGY,Egypt,Sheepmeat,Human consumption per capita,2021,Kilograms per capita,Units,0.738,Egypt,Not a continent,Not an Economic Area,10.412,7.684056000000001,,,0.738
257840,EGY,Egypt,Sheepmeat,Human consumption per capita,2022,Kilograms per capita,Units,0.738,Egypt,Not a continent,Not an Economic Area,10.412,7.684056000000001,,,0.738
258013,ETH,Ethiopia,Sheepmeat,Production,1990,Tonnes,Hundreds,592.9,Ethiopia,Not a continent,Not an Economic Area,10.412,,592.9,,
258014,ETH,Ethiopia,Sheepmeat,Production,1991,Tonnes,Hundreds,596.75,Ethiopia,Not a continent,Not an Economic Area,10.412,,596.75,,
258015,ETH,Ethiopia,Sheepmeat,Production,1992,Tonnes,Hundreds,603.35,Ethiopia,Not a continent,Not an Economic Area,10.412,,603.35,,
258016,ETH,Ethiopia,Sheepmeat,Production,1993,Tonnes,Hundreds,607.19,Ethiopia,Not a continent,Not an Economic Area,10.412,,607.19,,
258017,ETH,Ethiopia,Sheepmeat,Production,1994,Tonnes,Hundreds,609.1899999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,609.1899999999999,,
258018,ETH,Ethiopia,Sheepmeat,Production,1995,Tonnes,Hundreds,608.6800000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,608.6800000000001,,
258019,ETH,Ethiopia,Sheepmeat,Production,1996,Tonnes,Hundreds,610.9599999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,610.9599999999999,,
258020,ETH,Ethiopia,Sheepmeat,Production,1997,Tonnes,Hundreds,611.26,Ethiopia,Not a continent,Not an Economic Area,10.412,,611.26,,
258021,ETH,Ethiopia,Sheepmeat,Production,1998,Tonnes,Hundreds,643.21,Ethiopia,Not a continent,Not an Economic Area,10.412,,643.21,,
258022,ETH,Ethiopia,Sheepmeat,Production,1999,Tonnes,Hundreds,633.71,Ethiopia,Not a continent,Not an Economic Area,10.412,,633.71,,
258023,ETH,Ethiopia,Sheepmeat,Production,2000,Tonnes,Hundreds,618.3100000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,618.3100000000001,,
258024,ETH,Ethiopia,Sheepmeat,Production,2001,Tonnes,Hundreds,665.1099999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,665.1099999999999,,
258025,ETH,Ethiopia,Sheepmeat,Production,2002,Tonnes,Hundreds,804.53,Ethiopia,Not a continent,Not an Economic Area,10.412,,804.53,,
258026,ETH,Ethiopia,Sheepmeat,Production,2003,Tonnes,Hundreds,889.71,Ethiopia,Not a continent,Not an Economic Area,10.412,,889.71,,
258027,ETH,Ethiopia,Sheepmeat,Production,2004,Tonnes,Hundreds,1045.9099999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,1045.9099999999999,,
258028,ETH,Ethiopia,Sheepmeat,Production,2005,Tonnes,Hundreds,1169.2,Ethiopia,Not a continent,Not an Economic Area,10.412,,1169.2,,
258029,ETH,Ethiopia,Sheepmeat,Production,2006,Tonnes,Hundreds,1342.46,Ethiopia,Not a continent,Not an Economic Area,10.412,,1342.46,,
258030,ETH,Ethiopia,Sheepmeat,Production,2007,Tonnes,Hundreds,1495.98,Ethiopia,Not a continent,Not an Economic Area,10.412,,1495.98,,
258031,ETH,Ethiopia,Sheepmeat,Production,2008,Tonnes,Hundreds,1461.0,Ethiopia,Not a continent,Not an Economic Area,10.412,,1461.0,,
258032,ETH,Ethiopia,Sheepmeat,Production,2009,Tonnes,Hundreds,1504.5,Ethiopia,Not a continent,Not an Economic Area,10.412,,1504.5,,
258033,ETH,Ethiopia,Sheepmeat,Production,2010,Tonnes,Hundreds,1522.99,Ethiopia,Not a continent,Not an Economic Area,10.412,,1522.99,,
258034,ETH,Ethiopia,Sheepmeat,Production,2011,Tonnes,Hundreds,1530.0,Ethiopia,Not a continent,Not an Economic Area,10.412,,1530.0,,
258035,ETH,Ethiopia,Sheepmeat,Production,2012,Tonnes,Hundreds,1608.73,Ethiopia,Not a continent,Not an Economic Area,10.412,,1608.73,,
258036,ETH,Ethiopia,Sheepmeat,Production,2013,Tonnes,Hundreds,1614.5,Ethiopia,Not a continent,Not an Economic Area,10.412,,1614.5,,
258037,ETH,Ethiopia,Sheepmeat,Production,2014,Tonnes,Hundreds,1732.8899999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,1732.8899999999999,,
258038,ETH,Ethiopia,Sheepmeat,Production,2015,Tonnes,Hundreds,1788.8300000000002,Ethiopia,Not a continent,Not an Economic Area,10.412,,1788.8300000000002,,
258039,ETH,Ethiopia,Sheepmeat,Production,2016,Tonnes,Hundreds,1848.2400000000002,Ethiopia,Not a continent,Not an Economic Area,10.412,,1848.2400000000002,,
258040,ETH,Ethiopia,Sheepmeat,Production,2017,Tonnes,Hundreds,1898.8,Ethiopia,Not a continent,Not an Economic Area,10.412,,1898.8,,
258041,ETH,Ethiopia,Sheepmeat,Production,2018,Tonnes,Hundreds,1952.03,Ethiopia,Not a continent,Not an Economic Area,10.412,,1952.03,,
258042,ETH,Ethiopia,Sheepmeat,Production,2019,Tonnes,Hundreds,1987.2,Ethiopia,Not a continent,Not an Economic Area,10.412,,1987.2,,
258043,ETH,Ethiopia,Sheepmeat,Production,2020,Tonnes,Hundreds,1948.6799999999998,Ethiopia,Not a continent,Not an Economic Area,10.412,,1948.6799999999998,,
258044,ETH,Ethiopia,Sheepmeat,Production,2021,Tonnes,Hundreds,2001.55,Ethiopia,Not a continent,Not an Economic Area,10.412,,2001.55,,
258045,ETH,Ethiopia,Sheepmeat,Production,2022,Tonnes,Hundreds,2091.08,Ethiopia,Not a continent,Not an Economic Area,10.412,,2091.08,,
258095,ETH,Ethiopia,Sheepmeat,Consumption,1990,Tonnes,Hundreds,592.9,Ethiopia,Not a continent,Not an Economic Area,10.412,,,592.9,
258096,ETH,Ethiopia,Sheepmeat,Consumption,1991,Tonnes,Hundreds,596.75,Ethiopia,Not a continent,Not an Economic Area,10.412,,,596.75,
258097,ETH,Ethiopia,Sheepmeat,Consumption,1992,Tonnes,Hundreds,603.35,Ethiopia,Not a continent,Not an Economic Area,10.412,,,603.35,
258098,ETH,Ethiopia,Sheepmeat,Consumption,1993,Tonnes,Hundreds,606.0699999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,,606.0699999999999,
258099,ETH,Ethiopia,Sheepmeat,Consumption,1994,Tonnes,Hundreds,605.1700000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,,605.1700000000001,
258100,ETH,Ethiopia,Sheepmeat,Consumption,1995,Tonnes,Hundreds,601.61,Ethiopia,Not a continent,Not an Economic Area,10.412,,,601.61,
258101,ETH,Ethiopia,Sheepmeat,Consumption,1996,Tonnes,Hundreds,605.58,Ethiopia,Not a continent,Not an Economic Area,10.412,,,605.58,
258102,ETH,Ethiopia,Sheepmeat,Consumption,1997,Tonnes,Hundreds,592.88,Ethiopia,Not a continent,Not an Economic Area,10.412,,,592.88,
258103,ETH,Ethiopia,Sheepmeat,Consumption,1998,Tonnes,Hundreds,616.83,Ethiopia,Not a continent,Not an Economic Area,10.412,,,616.83,
258104,ETH,Ethiopia,Sheepmeat,Consumption,1999,Tonnes,Hundreds,613.95,Ethiopia,Not a continent,Not an Economic Area,10.412,,,613.95,
258105,ETH,Ethiopia,Sheepmeat,Consumption,2000,Tonnes,Hundreds,603.98,Ethiopia,Not a continent,Not an Economic Area,10.412,,,603.98,
258106,ETH,Ethiopia,Sheepmeat,Consumption,2001,Tonnes,Hundreds,661.34,Ethiopia,Not a continent,Not an Economic Area,10.412,,,661.34,
258107,ETH,Ethiopia,Sheepmeat,Consumption,2002,Tonnes,Hundreds,793.8599999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,,793.8599999999999,
258108,ETH,Ethiopia,Sheepmeat,Consumption,2003,Tonnes,Hundreds,852.6999999999999,Ethiopia,Not a continent,Not an Economic Area,10.412,,,852.6999999999999,
258109,ETH,Ethiopia,Sheepmeat,Consumption,2004,Tonnes,Hundreds,1014.25,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1014.25,
258110,ETH,Ethiopia,Sheepmeat,Consumption,2005,Tonnes,Hundreds,1094.51,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1094.51,
258111,ETH,Ethiopia,Sheepmeat,Consumption,2006,Tonnes,Hundreds,1282.0900000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1282.0900000000001,
258112,ETH,Ethiopia,Sheepmeat,Consumption,2007,Tonnes,Hundreds,1450.49,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1450.49,
258113,ETH,Ethiopia,Sheepmeat,Consumption,2008,Tonnes,Hundreds,1359.8,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1359.8,
258114,ETH,Ethiopia,Sheepmeat,Consumption,2009,Tonnes,Hundreds,1445.14,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1445.14,
258115,ETH,Ethiopia,Sheepmeat,Consumption,2010,Tonnes,Hundreds,1426.1000000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1426.1000000000001,
258116,ETH,Ethiopia,Sheepmeat,Consumption,2011,Tonnes,Hundreds,1382.8600000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1382.8600000000001,
258117,ETH,Ethiopia,Sheepmeat,Consumption,2012,Tonnes,Hundreds,1428.85,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1428.85,
258118,ETH,Ethiopia,Sheepmeat,Consumption,2013,Tonnes,Hundreds,1479.96,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1479.96,
258119,ETH,Ethiopia,Sheepmeat,Consumption,2014,Tonnes,Hundreds,1568.18,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1568.18,
258120,ETH,Ethiopia,Sheepmeat,Consumption,2015,Tonnes,Hundreds,1614.69,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1614.69,
258121,ETH,Ethiopia,Sheepmeat,Consumption,2016,Tonnes,Hundreds,1682.1000000000001,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1682.1000000000001,
258122,ETH,Ethiopia,Sheepmeat,Consumption,2017,Tonnes,Hundreds,1738.71,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1738.71,
258123,ETH,Ethiopia,Sheepmeat,Consumption,2018,Tonnes,Hundreds,1793.0500000000002,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1793.0500000000002,
258124,ETH,Ethiopia,Sheepmeat,Consumption,2019,Tonnes,Hundreds,1855.18,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1855.18,
258125,ETH,Ethiopia,Sheepmeat,Consumption,2020,Tonnes,Hundreds,1835.48,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1835.48,
258126,ETH,Ethiopia,Sheepmeat,Consumption,2021,Tonnes,Hundreds,1904.75,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1904.75,
258127,ETH,Ethiopia,Sheepmeat,Consumption,2022,Tonnes,Hundreds,1975.82,Ethiopia,Not a continent,Not an Economic Area,10.412,,,1975.82,
258303,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1993,Kilograms per capita,Units,1.001,Ethiopia,Not a continent,Not an Economic Area,10.412,10.422412,,,1.001
258304,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1994,Kilograms per capita,Units,0.965,Ethiopia,Not a continent,Not an Economic Area,10.412,10.04758,,,0.965
258305,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1995,Kilograms per capita,Units,0.928,Ethiopia,Not a continent,Not an Economic Area,10.412,9.662336000000002,,,0.928
258306,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1996,Kilograms per capita,Units,0.905,Ethiopia,Not a continent,Not an Economic Area,10.412,9.422860000000002,,,0.905
258307,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1997,Kilograms per capita,Units,0.86,Ethiopia,Not a continent,Not an Economic Area,10.412,8.954320000000001,,,0.86
258308,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1998,Kilograms per capita,Units,0.868,Ethiopia,Not a continent,Not an Economic Area,10.412,9.037616,,,0.868
258309,ETH,Ethiopia,Sheepmeat,Human consumption per capita,1999,Kilograms per capita,Units,0.84,Ethiopia,Not a continent,Not an Economic Area,10.412,8.746080000000001,,,0.84
258310,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2000,Kilograms per capita,Units,0.803,Ethiopia,Not a continent,Not an Economic Area,10.412,8.360836,,,0.803
258311,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2001,Kilograms per capita,Units,0.854,Ethiopia,Not a continent,Not an Economic Area,10.412,8.891848000000001,,,0.854
258312,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2002,Kilograms per capita,Units,0.996,Ethiopia,Not a continent,Not an Economic Area,10.412,10.370352,,,0.996
258313,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2003,Kilograms per capita,Units,1.04,Ethiopia,Not a continent,Not an Economic Area,10.412,10.82848,,,1.04
258314,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2004,Kilograms per capita,Units,1.202,Ethiopia,Not a continent,Not an Economic Area,10.412,12.515224,,,1.202
258315,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2005,Kilograms per capita,Units,1.262,Ethiopia,Not a continent,Not an Economic Area,10.412,13.139944000000002,,,1.262
258316,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2006,Kilograms per capita,Units,1.437,Ethiopia,Not a continent,Not an Economic Area,10.412,14.962044000000002,,,1.437
258317,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2007,Kilograms per capita,Units,1.582,Ethiopia,Not a continent,Not an Economic Area,10.412,16.471784000000003,,,1.582
258318,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2008,Kilograms per capita,Units,1.443,Ethiopia,Not a continent,Not an Economic Area,10.412,15.024516000000002,,,1.443
258319,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2009,Kilograms per capita,Units,1.492,Ethiopia,Not a continent,Not an Economic Area,10.412,15.534704000000001,,,1.492
258320,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2010,Kilograms per capita,Units,1.432,Ethiopia,Not a continent,Not an Economic Area,10.412,14.909984,,,1.432
258321,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2011,Kilograms per capita,Units,1.35,Ethiopia,Not a continent,Not an Economic Area,10.412,14.056200000000002,,,1.35
258322,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2012,Kilograms per capita,Units,1.356,Ethiopia,Not a continent,Not an Economic Area,10.412,14.118672000000002,,,1.356
258323,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.365,Ethiopia,Not a continent,Not an Economic Area,10.412,14.212380000000001,,,1.365
258324,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.407,Ethiopia,Not a continent,Not an Economic Area,10.412,14.649684,,,1.407
258325,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.409,Ethiopia,Not a continent,Not an Economic Area,10.412,14.670508000000002,,,1.409
258326,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.429,Ethiopia,Not a continent,Not an Economic Area,10.412,14.878748000000002,,,1.429
258327,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2017,Kilograms per capita,Units,1.438,Ethiopia,Not a continent,Not an Economic Area,10.412,14.972456000000001,,,1.438
258328,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2018,Kilograms per capita,Units,1.445,Ethiopia,Not a continent,Not an Economic Area,10.412,15.045340000000001,,,1.445
258329,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2019,Kilograms per capita,Units,1.457,Ethiopia,Not a continent,Not an Economic Area,10.412,15.170284000000002,,,1.457
258330,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2020,Kilograms per capita,Units,1.405,Ethiopia,Not a continent,Not an Economic Area,10.412,14.628860000000001,,,1.405
258331,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2021,Kilograms per capita,Units,1.422,Ethiopia,Not a continent,Not an Economic Area,10.412,14.805864,,,1.422
258332,ETH,Ethiopia,Sheepmeat,Human consumption per capita,2022,Kilograms per capita,Units,1.439,Ethiopia,Not a continent,Not an Economic Area,10.412,14.982868000000002,,,1.439
258505,NGA,Nigeria,Sheepmeat,Production,1990,Tonnes,Hundreds,1586.5,Nigeria,Not a continent,Not an Economic Area,10.412,,1586.5,,
258506,NGA,Nigeria,Sheepmeat,Production,1991,Tonnes,Hundreds,1624.5,Nigeria,Not a continent,Not an Economic Area,10.412,,1624.5,,
258507,NGA,Nigeria,Sheepmeat,Production,1992,Tonnes,Hundreds,1665.6999999999998,Nigeria,Not a continent,Not an Economic Area,10.412,,1665.6999999999998,,
258508,NGA,Nigeria,Sheepmeat,Production,1993,Tonnes,Hundreds,1735.95,Nigeria,Not a continent,Not an Economic Area,10.412,,1735.95,,
258509,NGA,Nigeria,Sheepmeat,Production,1994,Tonnes,Hundreds,1972.77,Nigeria,Not a continent,Not an Economic Area,10.412,,1972.77,,
258510,NGA,Nigeria,Sheepmeat,Production,1995,Tonnes,Hundreds,2138.27,Nigeria,Not a continent,Not an Economic Area,10.412,,2138.27,,
258511,NGA,Nigeria,Sheepmeat,Production,1996,Tonnes,Hundreds,2294.15,Nigeria,Not a continent,Not an Economic Area,10.412,,2294.15,,
258512,NGA,Nigeria,Sheepmeat,Production,1997,Tonnes,Hundreds,2603.8999999999996,Nigeria,Not a continent,Not an Economic Area,10.412,,2603.8999999999996,,
258513,NGA,Nigeria,Sheepmeat,Production,1998,Tonnes,Hundreds,2806.5499999999997,Nigeria,Not a continent,Not an Economic Area,10.412,,2806.5499999999997,,
258514,NGA,Nigeria,Sheepmeat,Production,1999,Tonnes,Hundreds,3027.52,Nigeria,Not a continent,Not an Economic Area,10.412,,3027.52,,
